


+------------------+-------------------------------------------+-------------------------------------------+-----------------+---------+----------------+---------+------+------+------+------+------------+------------+------------+----------------------------------+------------------------------------------+------------------------------------------------------------------+--------+------------+
| line             | path                                      | target_path                               | category        | action  | transaction_id | inode   | uid  | gid  | mode | size | atime      | mtime      | ctime      | md5                              | sha1                                     | sha256                                                           | hashed | time       |
| Im adding line 6 | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| line1            | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| line2            | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| line3            | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
|                  | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| line5            | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| Im adding line 6 | /home/kali/CTF_work_folder/helloworld.txt | /home/kali/CTF_work_folder/helloworld.txt | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
+------------------+-------------------------------------------+-------------------------------------------+-----------------+---------+----------------+---------+------+------+------+------+------------+------------+------------+----------------------------------+------------------------------------------+------------------------------------------------------------------+--------+------------+



+------------------------------------------------+-----------------+---------+----------------+---------+------+------+------+------+------------+------------+------------+----------------------------------+------------------------------------------+------------------------------------------------------------------+--------+------------+
| target_path                                    | category        | action  | transaction_id | inode   | uid  | gid  | mode | size | atime      | mtime      | ctime      | md5                              | sha1                                     | sha256                                                           | hashed | time       |
+------------------------------------------------+-----------------+---------+----------------+---------+------+------+------+------+------------+------------+------------+----------------------------------+------------------------------------------+------------------------------------------------------------------+--------+------------+
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 4    | 1772740910 | 1772740927 | 1772740927 | e07910a06a086c83ba41827aa00b26ed | c85320d9ddb90c13f4a215f1f0a87b531ab33310 | dc460da4ad72c482231e28e688e01f2778a88ce31a08826899d54ef7183998b5 | 1      | 1772740927 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 4    | 1772740927 | 1772740927 | 1772740927 | e07910a06a086c83ba41827aa00b26ed | c85320d9ddb90c13f4a215f1f0a87b531ab33310 | dc460da4ad72c482231e28e688e01f2778a88ce31a08826899d54ef7183998b5 | 1      | 1772740927 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 21   | 1772740927 | 1772741084 | 1772741084 | 154c74295bd4de751d5ecbcc2ab94489 | 3db1a7f4cb2111ea983589bfd48707198c8909f9 | 2d92873b4c06c03155506248add0ca0e6b8e60e8fe6a177aa600d289ef5834df | 1      | 1772741084 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 21   | 1772741084 | 1772741084 | 1772741084 | 154c74295bd4de751d5ecbcc2ab94489 | 3db1a7f4cb2111ea983589bfd48707198c8909f9 | 2d92873b4c06c03155506248add0ca0e6b8e60e8fe6a177aa600d289ef5834df | 1      | 1772741084 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 21   | 1772741084 | 1772741084 | 1772741084 | 154c74295bd4de751d5ecbcc2ab94489 | 3db1a7f4cb2111ea983589bfd48707198c8909f9 | 2d92873b4c06c03155506248add0ca0e6b8e60e8fe6a177aa600d289ef5834df | 1      | 1772741084 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 25   | 1772741084 | 1772741301 | 1772741301 | 676a77942ce33092c7f8e9c32f86845c | a788278e2d130d51587384b7a767a2ef2d9e8f89 | 5f8180def10fdc1e55a146c53329c09134cf3f4ea31e886cceb762af29603641 | 1      | 1772741301 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 25   | 1772741301 | 1772741301 | 1772741301 | 676a77942ce33092c7f8e9c32f86845c | a788278e2d130d51587384b7a767a2ef2d9e8f89 | 5f8180def10fdc1e55a146c53329c09134cf3f4ea31e886cceb762af29603641 | 1      | 1772741301 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 25   | 1772741301 | 1772741301 | 1772741301 | 676a77942ce33092c7f8e9c32f86845c | a788278e2d130d51587384b7a767a2ef2d9e8f89 | 5f8180def10fdc1e55a146c53329c09134cf3f4ea31e886cceb762af29603641 | 1      | 1772741301 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 0    | 1772741301 | 1772741503 | 1772741503 | d41d8cd98f00b204e9800998ecf8427e | da39a3ee5e6b4b0d3255bfef95601890afd80709 | e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 | 1      | 1772741503 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
| /home/kali/CTF_work_folder/helloworld.txt      | CTF_work_folder | UPDATED | 0              | 4197465 | 1000 | 1000 | 0664 | 42   | 1772741503 | 1772741503 | 1772741503 | 846e8dcd1c88ca5a59860cf613a996ef | 9b84ba0ad5b0af6a46f2cb0badd1e1189f3ed7aa | 19462b8733fbac36207a409212e6c13b3f11f901e9b6091188e41ec93809427a | 1      | 1772741503 |
+------------------------------------------------+-----------------+---------+----------------+---------+------+------+------+------+------------+------------+------------+----------------------------------+------------------------------------------+------------------------------------------------------------------+--------+------------+



+-------+-------+--------+------+------+------+----------------------+-------------+---------+----------------------------------+----+--------+--------+----------+---------------+--------------------------+------------+-------------+----------+---------------+
| tid   | pid   | parent | uid  | gid  | cid  | exit_code            | probe_error | syscall | path                             | fd | family | type   | protocol | local_address | remote_address           | local_port | remote_port | duration | ntime         |
+-------+-------+--------+------+------+------+----------------------+-------------+---------+----------------------------------+----+--------+--------+----------+---------------+--------------------------+------------+-------------+----------+---------------+
| 991   | 987   | 985    | 1000 | 1000 | 4198 | 0                    | 0           | connect | /usr/bin/VBoxClient              | 7  | 1      | 524289 | 0        |               |                          | 0          | 0           | 48677    | 2169145152430 |
| 702   | 702   | 692    | 0    | 0    | 2467 | 66                   | 0           | accept  | /usr/lib/xorg/Xorg               | 66 | -1     | -1     | -1       |               |                          | 0          | 0           | 16490    | 2169145320515 |
| 18706 | 18706 | 18705  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 5111     | 2169177012708 |
| 18710 | 18710 | 18709  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 3719     | 2169182566395 |
| 18710 | 18710 | 18709  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 4  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 2476     | 2169182730170 |
| 991   | 987   | 985    | 1000 | 1000 | 4198 | 0                    | 0           | connect | /usr/bin/VBoxClient              | 7  | 1      | 524289 | 0        |               |                          | 0          | 0           | 23898    | 2170169010636 |
| 702   | 702   | 692    | 0    | 0    | 2467 | 66                   | 0           | accept  | /usr/lib/xorg/Xorg               | 66 | -1     | -1     | -1       |               |                          | 0          | 0           | 16490    | 2170169257931 |
| 18717 | 18717 | 18716  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 5423     | 2170177140032 |
| 18721 | 18721 | 18720  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 3188     | 2170183162525 |
| 18721 | 18721 | 18720  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 4  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 2396     | 2170183319544 |
| 18725 | 18725 | 18724  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 7889     | 2171179470042 |
| 18729 | 18729 | 18728  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 3  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 7689     | 2171187564166 |
| 18729 | 18729 | 18728  | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/sbin/ip                     | 4  | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 2396     | 2171187772509 |
| 991   | 987   | 985    | 1000 | 1000 | 4198 | 0                    | 0           | connect | /usr/bin/VBoxClient              | 7  | 1      | 524289 | 0        |               |                          | 0          | 0           | 42403    | 2171192287066 |
| 702   | 702   | 692    | 0    | 0    | 2467 | 66                   | 0           | accept  | /usr/lib/xorg/Xorg               | 66 | -1     | -1     | -1       |               |                          | 0          | 0           | 10154    | 2171192454893 |
| 14419 | 13995 | 1103   | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/lib/firefox-esr/firefox-esr | 18 | 16     | 524291 | 0        | 0             |                          | 0          | 0           | 11819    | 2171461534508 |
| 14419 | 13995 | 1103   | 1000 | 1000 | 4198 | 0                    | 0           | connect | /usr/lib/firefox-esr/firefox-esr | 18 | 2      | 526338 | 0        |               | 83.139.103.3             | 0          | 53          | 21111    | 2171462071403 |
| 14419 | 13995 | 1103   | 1000 | 1000 | 4198 | 0                    | 0           | connect | /usr/lib/firefox-esr/firefox-esr | 18 | 2      | 524290 | 0        |               | 172.217.19.164           | 0          | 0           | 14756    | 2171477403239 |
| 14419 | 13995 | 1103   | 1000 | 1000 | 4198 | 18446744073709551515 | 0           | connect | /usr/lib/firefox-esr/firefox-esr | 18 | 10     | 524290 | 0        |               | 2a00:1450:4016:800::2004 | 0          | 0           | 10395    | 2171477662114 |
| 14021 | 13995 | 1103   | 1000 | 1000 | 4198 | 0                    | 0           | bind    | /usr/lib/firefox-esr/firefox-esr | 18 | 2      | 2      | 0        | 0.0.0.0       |                          | 0          | 0           | 5032     | 2171478684976 |
+-------+-------+--------+------+------+------+----------------------+-------------+---------+----------------------------------+----+--------+--------+----------+---------------+--------------------------+------------+-------------+----------+---------------+

